frame_0based,displayed_decision_1based,executed_action,p_end_approx,p_end_chroma_endpoint_approx,end_legacy_width_px,end_chroma_endpoint_px,action_thresholds_agree,move_ahead_approx,rotate_right_approx,rotate_left_approx,move_back_approx,done_approx,sub_done_approx,rotate_left_small_approx,rotate_right_small_approx
0,1,l,0.0,0.0,0,0,True,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0
1,2,l,0.0,0.0,0,0,True,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0
2,3,l,0.0,0.0,0,0,True,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0
3,4,l,0.0,0.0,0,0,True,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0
4,5,l,0.0,0.0,0,0,True,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0
5,6,l,0.0,0.0,0,0,True,0.2727272727272727,0.12727272727272726,0.6,0.0,0.0,0.0,0.0,0.0
6,7,l,0.0,0.0,0,0,True,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0
7,8,l,0.0,0.0,0,0,True,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0
8,9,l,0.0,0.0,0,0,True,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0
9,10,l,0.0,0.0,0,0,True,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0
10,11,l,0.0,0.0,0,0,True,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0
11,12,l,0.0,0.0,0,0,True,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0
12,13,l,0.0,0.0,0,0,True,0.05454545454545454,0.0,0.9272727272727272,0.0,0.0,0.0,0.0,0.0
13,14,m,0.0,0.0,0,0,True,0.7090909090909091,0.0,0.2727272727272727,0.0,0.0,0.0,0.0,0.0
14,15,m,0.0,0.0,0,0,True,0.7818181818181819,0.0,0.2,0.0,0.0,0.0,0.0,0.0
15,16,m,0.0,0.0,0,0,True,0.7818181818181819,0.0,0.2,0.0,0.0,0.0,0.0,0.0
16,17,m,0.0,0.0,0,0,True,0.7454545454545455,0.0,0.23636363636363636,0.0,0.0,0.0,0.0,0.0
17,18,m,0.0,0.0,0,0,True,0.9636363636363636,0.0,0.05454545454545454,0.0,0.0,0.0,0.0,0.0
18,19,m,0.0,0.0,0,0,True,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19,20,m,0.0,0.0,0,0,True,0.9636363636363636,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20,21,l,0.0,0.0,0,0,True,0.0,0.0,0.9636363636363636,0.0,0.0,0.0,0.0,0.0
21,22,l,0.0,0.0,0,0,True,0.38181818181818183,0.0,0.6,0.0,0.0,0.0,0.0,0.0
22,23,m,0.0,0.0,0,0,True,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23,24,m,0.0,0.0,0,0,True,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
24,25,r,0.0,0.0,0,0,True,0.6,0.23636363636363636,0.16363636363636364,0.0,0.0,0.0,0.0,0.0
25,26,m,0.0,0.0,0,0,True,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
26,27,m,0.0,0.0,0,0,True,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
27,28,m,0.0,0.0,0,0,True,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28,29,m,0.0,0.0,0,0,True,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
29,30,m,0.0,0.0,0,0,True,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
30,31,l,0.0,0.0,0,0,True,0.09090909090909091,0.0,0.9272727272727272,0.0,0.0,0.0,0.0,0.0
31,32,m,0.0,0.0,0,0,True,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32,33,m,0.0,0.0,0,0,True,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
33,34,m,0.0,0.0,0,0,True,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
34,35,m,0.0,0.0,0,0,True,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
35,36,m,0.0,0.0,0,0,True,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
36,37,m,0.0,0.0,0,0,True,0.9636363636363636,0.0,0.0,0.0,0.0,0.0,0.0,0.0
37,38,m,0.0,0.0,0,0,True,0.9636363636363636,0.0,0.0,0.0,0.0,0.0,0.0,0.0
38,39,m,0.0,0.0,0,0,True,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
39,40,m,0.0,0.0,0,0,True,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
40,41,m,0.0,0.0,0,0,True,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41,42,m,0.0,0.0,0,0,True,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
42,43,m,0.0,0.0,0,0,True,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
43,44,m,0.0,0.0,0,0,True,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
44,45,m,0.0,0.0,0,0,True,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
45,46,m,0.0,0.0,0,0,True,0.9636363636363636,0.05454545454545454,0.0,0.0,0.0,0.0,0.0,0.0
46,47,r,0.0,0.0,0,0,True,0.14545454545454545,0.8545454545454545,0.0,0.0,0.0,0.0,0.0,0.0
47,48,r,0.0,0.0,0,0,True,0.2545454545454545,0.7454545454545455,0.0,0.0,0.0,0.0,0.0,0.0
48,49,m,0.0,0.0,0,0,True,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
49,50,m,0.0,0.0,0,0,True,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
50,51,m,0.0,0.0,0,0,True,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
51,52,m,0.0,0.0,0,0,True,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
52,53,m,0.0,0.0,0,0,True,0.6363636363636364,0.38181818181818183,0.0,0.0,0.0,0.0,0.0,0.0
53,54,r,0.0,0.0,0,0,True,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0
54,55,m,0.0,0.0,0,0,True,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
55,56,m,0.0,0.0,0,0,True,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
56,57,m,0.0,0.0,0,0,True,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
57,58,r,0.0,0.0,0,0,True,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0
